 # t =    150.00000223517418     
 x   y   z   vx   vy   vz
    42.96850     7.52975     5.69665     1.7502E-01  1.5967E-01  1.2916E-02
    32.28643    18.43735    -5.61894     1.3866E-01  1.6360E-01 -1.0737E-02
    63.52539    -9.01012    31.99155     3.8182E-01 -2.0090E-02  1.9591E-01
     6.43470    26.13002     6.76636     1.0137E-01  1.6170E-01  5.6366E-02
   -60.59954    28.20461    20.90106    -3.9206E-01  2.0138E-01  1.5289E-01
    40.23285     5.11593    11.05049     2.8980E-01  2.0425E-02  7.5211E-02
    16.81002    14.45577    -3.62948     1.9055E-01  1.1879E-01 -3.4773E-02
    32.55601    13.82384     1.10244     1.3243E-01  3.1375E-01 -1.6196E-01
     3.40708     1.14473    -4.74544     7.4010E-02  3.5634E-02  4.1514E-03
    32.77157    11.79632    -1.04683     1.1810E-01  1.4163E-01  1.6725E-01
    33.90568    11.92755     6.00418     2.0017E-01  5.8439E-02 -1.8232E-01
    17.43956    39.69817    51.02239     1.1805E-01  2.5453E-01  3.3638E-01
    76.89360    18.41227    23.09910     4.5782E-01  1.2514E-01  1.5417E-01
    36.00910    11.40035    -0.52884     1.6608E-01  1.4632E-01  3.7334E-02
    32.56973    14.81011     3.85779     2.5249E-01  3.7302E-02 -2.2803E-01
     8.38672    17.16239    21.04268     1.0420E-01  1.4070E-01  1.2189E-01
    32.69468    11.83049     0.53237     1.0777E-01  1.0942E-01 -4.3707E-02
    35.05194    12.83711    -0.26942     4.4012E-04  2.9292E-01  6.8818E-02
    34.52268    13.92644    -0.04220     1.7629E-01  2.1612E-01  1.5281E-01
    52.07432    35.15395    -1.78121     2.8584E-01  1.9212E-01  1.0933E-02
    34.43255    13.51758     0.89286     5.7687E-01  1.5468E-01 -8.4791E-02
    36.40900    13.24836     0.27322     1.1511E-01  2.1430E-02  2.2988E-02
    28.35117     8.01950    -5.06112     1.3183E-01  8.3491E-02  7.4784E-03
     5.19847    17.49306    25.72345     7.2166E-02  1.1490E-01  1.5499E-01
    46.26287    11.63425   -13.41682     2.1416E-01  1.0232E-01 -2.4135E-02
    29.67938    12.50485     2.46620     2.5303E-01 -2.2730E-02 -1.2857E-01
    32.65524    10.66709     1.67027     9.5623E-02  2.2063E-01  1.1326E-01
    33.50884    12.54274     2.52234     1.9686E-01 -1.5980E-02  1.3589E-01
    42.27317    23.03939    20.85721     2.1824E-01  1.3096E-01  9.9596E-02
    34.00770    14.75901    -1.34735     2.4890E-01  2.3753E-01  1.3238E-02
    33.71333    14.57291    -2.02403     2.3660E-01  7.1510E-02 -6.3508E-02
    35.66728     9.15165     8.28804     1.9008E-01  1.1029E-01  4.3308E-02
     7.05787   -24.62965   -89.95453     3.5057E-02 -1.4820E-01 -5.6637E-01
    35.10972     9.12713    -2.26026     3.3447E-01  3.3847E-02 -2.7487E-02
    50.25770     2.11495    -2.67781     2.6398E-01  1.0411E-01  4.6646E-02
    11.75494    28.56390     5.58695     1.2723E-01  1.7358E-01  9.5349E-03
    33.69493    13.02208    -0.02914     2.8469E-02  1.3344E-01  1.6845E-01
    14.69884     4.61681     9.16871     2.2367E-01  1.1273E-01  1.4108E-02
    26.07743    13.63837    -2.43040     5.8822E-02  1.0915E-01  5.2701E-02
    36.63130    32.25859    16.62638     2.2821E-01  1.7251E-01  6.1955E-02
    29.48848    20.30650     5.81200     1.4286E-01  3.1403E-02 -4.8894E-02
     5.63713    -1.74462    15.64355     8.2081E-02  3.5558E-02  1.1155E-01
    23.83615    -8.75227    -2.33807     1.6507E-01  5.9509E-02  9.5359E-03
    35.08545    12.25895     1.66027     2.0495E-01  1.9053E-01 -8.1148E-02
    30.98848    10.75243     0.15670     2.8547E-01  9.1678E-03 -1.0913E-01
    32.15029    54.80670    59.83254     2.1137E-01  3.6013E-01  3.9282E-01
    34.90286    11.88594    -1.06422    -5.5026E-03 -9.8566E-02 -1.3032E-01
    32.25103    12.88910     0.00343     5.8529E-01  2.4514E-01 -6.6642E-02
    32.21637    12.27774     0.85355     3.2217E-01  1.6888E-01 -9.2830E-02
    31.61341    12.37804    -0.25434     4.1967E-01  3.1001E-01  8.0051E-02
    29.26080    12.51571    -0.18123     4.0665E-01  1.4060E-01 -1.5244E-01
