 # t =    520.00000774860382     
 x   y   z   vx   vy   vz
   108.65826    53.62919     5.45075     1.5648E-01  9.2425E-02 -2.8076E-02
   111.91176    50.22767    -0.64757     1.2914E-01  1.7379E-01 -3.7239E-02
   202.49158   -13.84075    96.20705     3.6868E-01 -1.0254E-02  1.6304E-01
    58.44269    77.97896    23.74720     1.6249E-01  1.2338E-01  3.7600E-02
  -203.59493   102.28308    77.00013    -3.8356E-01  1.9940E-01  1.5087E-01
   120.21950    37.34708     3.21916     8.3405E-02  2.0204E-01 -7.9733E-02
   105.23857    38.05746    17.94588     1.8693E-01  9.3573E-02 -3.6049E-02
   114.94998    42.24090     6.31285     1.3635E-01  2.6500E-01  1.1563E-01
    46.95974    17.48436    -2.12642     1.4811E-01  3.5227E-02  5.2547E-03
   113.48331    44.80428     3.64825     1.8346E-01  9.8267E-02 -1.9155E-01
   110.78818    51.66982    10.02666     1.9774E-01  1.3669E-01  1.0762E-01
    62.99914   131.63977   171.44707     1.2500E-01  2.4512E-01  3.1982E-01
   242.45728    60.91914    73.46596     4.3909E-01  1.1113E-01  1.2951E-01
   112.12922    45.17205     5.79549     3.8138E-01  5.0084E-02 -1.1060E-01
   115.52300    46.90247     3.81874     6.5065E-02 -2.0988E-01 -1.7096E-02
    58.42935    65.37757    56.30079     1.5106E-01  1.2100E-01  7.8814E-02
   114.80906    45.19974     4.79112     2.7764E-01  7.6238E-02 -2.2247E-02
   111.18212    40.85806     3.69675     3.1414E-01 -6.4863E-02 -4.1653E-02
   111.75451    45.11386     5.93819     1.8757E-01 -9.6167E-02 -5.7992E-02
   149.47190    90.01425     2.53364     2.4462E-01  1.2012E-01  1.2149E-02
   103.80913    41.30004     7.62955     2.0360E-01  9.4699E-02  6.9944E-02
   112.45065    45.40378     2.92588     3.9917E-01  5.3033E-02  8.4047E-02
   115.24533    46.87970     6.00839     4.2223E-01  2.2168E-01  6.4780E-02
    39.95585    57.90062    75.95702     1.0525E-01  1.0401E-01  1.2352E-01
   114.57833    44.20644    24.73441     2.3679E-01  7.2590E-02  2.5920E-02
   112.45647    41.86995     3.90403     2.5837E-01 -1.9701E-01 -1.7640E-01
   115.66167    41.38054     3.83985     1.5319E-01  1.8937E-02  1.7585E-01
   113.73244    45.62234     3.29266     3.3493E-01  3.2879E-01 -4.7112E-02
   117.82073    58.51882    34.25954     1.9203E-01  6.5694E-02 -1.7600E-02
   114.83828    45.29135     3.55915     9.0364E-03 -5.4552E-02  1.9864E-01
   113.74502    43.82207     3.34282     2.8397E-01 -2.3332E-01 -1.0654E-01
   101.37771    52.49109    11.07220     2.2526E-01  7.0398E-02 -2.2443E-02
    21.02735   -78.74404  -297.43071     3.8810E-02 -1.4531E-01 -5.5761E-01
   115.71853    42.32151     2.39672     1.7033E-01  2.1810E-01  1.3789E-01
   104.14745    36.73316    -7.21978     1.8056E-01 -1.5748E-02 -9.1059E-02
    75.68958    78.89723     5.90214     2.0076E-01  1.0752E-01 -2.6530E-03
   113.67975    42.79086     2.58041     3.9079E-01  1.0790E-01  2.3883E-03
   139.52742    42.67131   -14.80094     2.9131E-01  6.1882E-02 -4.7404E-02
   120.84084    43.18332    12.43533     2.1784E-01  8.4811E-02 -7.8117E-02
   119.36711    75.50187    24.14050     2.1554E-01  7.0713E-02 -1.0827E-02
   120.46853    37.51482     0.28307     2.5791E-01  1.3817E-01  7.1700E-02
    47.24811    14.71832    49.90188     1.3024E-01  4.5147E-02  7.5714E-02
   121.71049    47.16591     5.70043     4.2730E-01  9.1499E-02  4.2211E-02
