 # t =    60.000000894069672     
 x   y   z   vx   vy   vz
    21.90110    -3.50602     1.44756     2.9771E-01  7.4252E-02  8.0102E-02
     8.43576     1.57398     3.25746     2.5931E-01  5.8705E-02  2.4670E-02
    28.74071    -6.70554    13.53175     3.9650E-01 -3.4308E-02  2.1888E-01
    -0.59822    10.62158     1.24432     4.3766E-02  1.8771E-01  6.8716E-02
   -24.90988    10.01528     7.05384    -4.0409E-01  2.0330E-01  1.5551E-01
    13.72564     4.36950    -7.78859     1.4727E-01  1.4320E-01  2.9392E-01
     5.74926     3.30595    -0.02519     2.5777E-02  1.2465E-01 -3.5755E-02
    15.00420     1.59720    -1.48812     2.0099E-01  7.4538E-02  2.9897E-01
    -1.09248    -1.26264    -4.81994     1.3908E-02  1.3834E-02 -5.1900E-03
    14.33637     3.57094    -1.80229     3.6879E-01  1.1249E-01  4.9105E-03
    14.61250     6.20181     9.02755     2.2020E-01  7.7424E-02  7.3073E-02
     7.16668    16.40990    20.01331     1.0826E-01  2.6592E-01  3.5807E-01
    35.11394     6.95646     8.59707     4.7862E-01  1.3006E-01  1.7061E-01
    16.02315     1.00315    -3.01011     3.1195E-01  5.3303E-03 -2.0882E-02
    12.30362     5.30251     8.83278     2.0236E-01  1.3389E-01  5.7011E-02
     0.78312     4.34280     8.73771     5.6041E-02  1.4476E-01  1.5848E-01
    16.25145     3.73267    -1.20625     2.1016E-01  5.2364E-02  1.0629E-01
    16.10075     3.60432    -1.77705     3.8447E-01  3.7406E-01  1.1732E-01
    12.90083     4.71013     0.02438     7.6572E-02  2.0213E-02  1.6767E-02
    25.07186    16.05210    -2.67175     3.2456E-01  2.3947E-01  8.4756E-03
     9.55219    -1.12034    -8.94875     1.2580E-01  8.9831E-02  4.1444E-02
    15.67615     4.97106    -2.15617     9.1889E-02 -1.9261E-01  9.9667E-02
    12.74197     8.42114     4.49227     2.6323E-01  1.0432E-01  4.2456E-04
    -0.00955     6.89840    10.67734     3.5994E-02  1.2245E-01  1.8589E-01
    23.56647     2.61611    -8.17623     3.0800E-01  9.3596E-02 -1.0138E-01
    12.14426    -1.18584    -3.69445     2.9387E-01  1.1552E-01 -5.3593E-02
    13.94815     4.92317    -2.97816     3.6938E-01  4.8831E-02 -2.3133E-01
    14.37648     5.67970    -2.88787     2.7498E-01  3.3773E-01  8.2894E-02
    21.64990    10.03994     9.50048     2.4779E-01  1.6336E-01  1.6292E-01
    12.66891     3.40001    -0.14282     1.2737E-01 -8.5869E-03  6.2132E-02
    14.77706     1.27580    -2.81099     1.4110E-01  9.0078E-02  1.1313E-01
    11.17491     6.03048    -3.99678     2.0143E-01  1.0193E-01 -4.7981E-02
     4.07867   -11.14530   -38.62746     3.0262E-02 -1.5259E-01 -5.7693E-01
    14.06716     1.36064    -3.13838     3.4180E-01  3.3016E-01  1.4431E-01
    23.52403    -5.08480    -6.18013     3.3904E-01  4.5739E-02  2.4798E-02
     2.49249    11.35920     3.99107     6.8247E-02  2.1551E-01  3.2677E-02
    15.37411     3.53702    -2.79998     3.0466E-01  2.4979E-01  1.7005E-01
    -2.88207    -4.50625     6.64309     1.6495E-01  8.8448E-02  4.2687E-02
    17.09425     1.58256     5.74693     2.7347E-01  9.8369E-02  2.4312E-03
    15.91525    14.70166     9.21338     2.3294E-01  2.2559E-01  1.1162E-01
    17.70994    10.32684     4.36374     1.4350E-01  1.9109E-01  8.5522E-02
    -0.12417    -4.19141     4.72573     3.6979E-02  1.2753E-02  1.3570E-01
    10.26376   -11.06491    -2.97527     1.3454E-01 -1.9460E-02  3.3130E-03
    13.10644     1.88135    -1.84635     1.6923E-01 -1.0087E-01  1.6119E-01
    13.51826     1.98708    -2.51153     3.3503E-01  1.5806E-01 -1.3659E-01
    13.24502    22.01712    23.95337     2.0850E-01  3.7117E-01  4.0820E-01
    18.00413     2.72762    -2.82392     1.8541E-01 -3.0567E-02 -8.5821E-02
    13.51786     3.95566    -1.47410     3.1212E-01  4.7973E-01  1.1440E-01
    12.80825     3.52974    -1.62351     2.2332E-01  1.0095E-01  9.8424E-02
    14.18953     4.92994    -1.46168     4.2229E-01 -6.4184E-02 -8.5310E-02
    15.38604     4.46888    -4.94850     3.1457E-01  2.4683E-02  2.6446E-01
    29.18770    -0.58032    46.71916     2.0939E-01  1.0195E-01  3.4356E-02
    13.78766     3.53059    -2.37361     1.1583E-01  3.0703E-01 -9.4357E-02
    15.75360     3.65129    -1.76268     1.4444E-01  1.6201E-01 -3.5640E-02
    11.62693    -1.96810    -3.51903     2.2235E-01  2.1794E-01  6.9096E-02
    15.27516     5.99227    -1.02064     2.1958E-01  1.6402E-01  5.2137E-02
     9.81780    -1.91564    15.59629     1.3446E-01  3.1328E-02  2.4432E-01
     9.59037    -2.75103    -9.60913     1.4151E-01  1.5515E-02 -1.1055E-01
    13.42525     3.98428    -3.39150     3.1386E-01  1.0934E-01 -2.0196E-02
    16.01360    -1.61352    -9.16139     2.5166E-01  9.7063E-03 -2.3225E-02
    12.23314     4.93349     5.18397     2.4174E-01  1.2214E-01 -9.2223E-02
    14.60154     3.57462    -2.62488    -6.1678E-03  8.0237E-02 -9.2701E-02
     9.40886     1.62530    -1.71146     2.3912E-01  1.2410E-01  1.0263E-01
    14.83144     2.35094     0.33208     1.2353E-01  2.0659E-01  6.2394E-02
    23.06176     6.86478    18.65026     3.2708E-01  1.0973E-01  3.1367E-01
    39.57850   -14.37997   -25.21769     6.0290E-01 -1.8265E-01 -3.4711E-01
     9.87566     0.25761   -10.94005     1.9516E-01  3.1867E-02 -9.9330E-03
    12.55106     4.51596    -0.97473     2.1033E-01 -1.4262E-01  3.2874E-02
    -5.81884    10.49795     5.45956    -1.0966E-01  2.0698E-01  9.6408E-02
    14.21668    -7.51097     3.98963     1.9653E-01  3.1932E-02  5.0315E-02
    17.47549     1.92809    -6.57811     3.0974E-01 -8.1335E-04 -1.0216E-01
    16.72852    -2.22972    -2.44810     9.1814E-02  4.4672E-02 -2.2677E-03
    14.76292     3.24108    -5.33444     1.1319E-01  9.7835E-02 -5.7454E-02
    15.08059     3.86869    -2.41146     4.3227E-01  2.0530E-01  8.9092E-02
    12.85917     3.22880    -2.15918     3.5079E-01  1.3362E-01 -1.9973E-01
    14.71080     4.42889    -1.21888     2.9676E-01  3.2550E-02 -1.5149E-01
    18.35332    11.07515   -12.27643     2.5969E-01  1.4286E-01 -8.5347E-02
    40.52588    25.63221   -16.78700     6.0217E-01  4.3242E-01 -2.1452E-01
    44.51747    11.81099    -6.04467     6.4702E-01  2.2595E-01 -3.4952E-02
    13.05130    -2.50510     0.51604     1.0451E-01  8.9607E-02  2.8373E-02
    13.36907     5.42070    -2.48067    -1.7512E-02  2.5458E-01 -5.1974E-02
    15.54988     3.56615    -1.21126     5.4405E-01 -9.3570E-02  5.8572E-02
     4.92852    -1.82169     6.36202     1.0670E-01  3.3627E-02  4.0703E-02
     8.63641   -15.09596    -3.11241     1.2686E-01 -1.5083E-01  2.1837E-02
    13.62993     4.14314    -1.31529     1.4255E-01  1.6469E-02  9.3101E-02
    14.46111     3.43862    -1.08386     4.0957E-01  2.8530E-01 -1.9032E-01
    16.61652     3.97325    -1.32662     1.4522E-01  1.6691E-01 -1.1934E-01
    14.06440     3.40773    -3.72211     5.2939E-01 -2.2135E-02 -8.0287E-04
    45.93760   -20.64434     7.11880     7.0551E-01 -2.9252E-01  1.6538E-01
    14.70663     3.60167    -1.81889     3.2090E-01 -5.1963E-02  3.5465E-02
    37.66153     3.77106     4.19807     5.1744E-01  1.0603E-01  1.1585E-01
    13.49782     3.68487    -2.84308     3.0872E-01  2.8298E-01 -1.3104E-03
    17.17438    -6.22869    18.02199     2.2449E-01 -1.6237E-02  2.8518E-01
    13.66645     4.56934    -3.13139     1.2824E-01 -3.5322E-02  1.7994E-01
    14.19853     2.52043    -1.45377     2.8269E-01  5.9839E-02  9.6262E-02
    14.25303     4.38416    -1.20056     4.4584E-01 -3.4211E-03  1.7018E-01
    15.21126   -11.05906    -8.32240     2.3940E-01 -4.7457E-02 -9.1949E-02
    16.38412     2.33120    -2.76336     2.5994E-01 -1.3978E-01  6.3654E-02
    13.24036     4.32216    -2.67069     8.9590E-02  1.4385E-01  2.1748E-01
    18.37580     4.38770    -2.54945     9.3189E-02  8.4181E-02  1.6237E-01
    16.27881    -1.86268     1.18156     1.1522E-01  1.3031E-01 -2.8290E-02
    30.57857    15.14871   -17.00967     4.1075E-01  2.8794E-01 -1.9056E-01
    -1.41704     5.10232     9.49919    -6.6216E-02  1.4912E-01  1.9758E-01
    13.40901     4.57904     1.09816     3.2234E-01  2.2592E-01 -5.7047E-02
    14.50684     3.97982    -2.66608     8.6439E-02  2.8279E-01  3.8904E-01
   -13.58991    -5.98374    -0.10273    -2.0655E-01 -4.2674E-02  3.4031E-02
    12.72904     2.76841    -1.46287     1.5176E-01  2.5335E-01  1.7454E-01
    32.82749    -0.04349   -31.40110     5.0200E-01  3.3253E-02 -4.3968E-01
    15.96744     1.69428    -1.51931     7.6628E-02  2.2586E-01 -2.0707E-01
    13.06282     3.11188    -0.36344     2.4766E-01  4.2399E-02 -4.2702E-02
    13.90956    15.37029   -17.62523     1.9697E-01  2.3437E-01 -1.7586E-01
    15.14701     1.73591    -2.87823     1.5273E-01  1.9250E-01  2.5960E-01
    14.48414     3.47917    -2.16350    -4.3892E-02  2.0290E-01 -9.7904E-03
    16.97141     3.79395    -1.22754    -1.4374E-02  1.0170E-01  7.7130E-02
    14.81800     3.60385    -2.63690     2.0718E-01  2.6793E-01 -2.2082E-01
     2.02019    12.74184    -7.41407     5.2781E-02  2.4084E-01 -1.4810E-02
    15.52741     7.05897   -14.88131     2.6867E-01  1.0690E-01 -7.8636E-02
    -2.62468    -4.26712     6.85961    -1.7749E-02 -4.4950E-03  1.6261E-01
    13.06754     3.36928     0.02958     1.9799E-01 -1.7624E-01 -9.9140E-02
    21.76058    14.31345    -4.51860     2.5325E-01  2.0187E-01 -3.9141E-03
     5.94995    14.52181     2.91410     1.2722E-01  1.9292E-01  6.8962E-02
    16.17213     5.22449    -0.04007     1.6668E-01  7.0292E-02  4.8174E-02
    15.30052     5.24400     0.30796     3.5066E-01 -2.4732E-02  1.0394E-01
    13.05488     0.95317    -3.55121     3.8956E-01  2.0773E-01 -2.1021E-02
     5.78208    -1.56304    -2.01429     2.0677E-01  1.2947E-01  4.6573E-02
    14.74925   -25.78466     1.90702     1.9987E-01 -3.6974E-01  9.7180E-02
    13.29781     4.57920    -3.05977     1.5655E-01  5.7857E-02 -1.4774E-02
    14.90651     1.11087     8.75471     2.5384E-01  6.0012E-02  7.5305E-02
    23.58101     5.37110     7.90036     2.7536E-01  1.4059E-01  1.2875E-01
     3.43508     6.57416     4.07377     9.6078E-02  1.4353E-01  3.6524E-02
   -22.64045    24.69551    13.29236    -3.9658E-01  4.3759E-01  2.6733E-01
    13.21525    -4.48189     2.20660     1.4528E-01  1.1803E-01  7.1851E-02
    14.73816     3.39220    -1.84603    -3.8389E-02 -1.1076E-01 -1.0754E-01
