 # t =    260.00000387430191     
 x   y   z   vx   vy   vz
    50.58720    20.06334    -4.54182     1.4726E-01 -1.9649E-02 -8.8942E-02
    62.32411    19.49407     2.42115     3.4904E-01  8.5212E-02 -2.1013E-02
   105.44949   -10.82205    52.54021     3.7972E-01 -1.3826E-02  1.7769E-01
    19.39131    43.04205    12.56544     1.3140E-01  1.4701E-01  4.9550E-02
  -103.44394    50.30561    37.65793    -3.8756E-01  2.0054E-01  1.5191E-01
    69.64388    10.15673    15.09226     2.5110E-01  6.5230E-02  6.9500E-03
    44.92291    26.33216    -5.34557     3.2716E-01  9.1588E-02  1.4827E-02
    56.60669    21.14647     0.02658     2.9651E-01 -7.5574E-02  2.0130E-01
    13.38112     5.70006    -4.08375     1.0448E-01  4.5776E-02  7.3755E-03
    56.47057    23.56171     1.25187     1.3540E-01 -1.2033E-01 -1.2312E-01
    52.52952    29.15894    -7.24346     2.1587E-01  1.0909E-01  5.1988E-02
    30.70869    67.41023    87.48357     1.2253E-01  2.4984E-01  3.2766E-01
   127.02487    31.65366    39.08084     4.5178E-01  1.1574E-01  1.3763E-01
    52.89898    22.81479     1.58035     1.4169E-01  8.0799E-02  2.1484E-02
    53.68018    13.80890    -6.76023     2.0558E-01  9.0190E-02  3.6608E-02
    21.38588    32.28305    33.21895     1.2882E-01  1.3424E-01  1.0192E-01
    55.32872    22.81963     1.88813     1.2926E-01  1.9121E-01  9.0796E-02
    54.70823    22.64440     1.23207     3.6359E-01 -2.2277E-01 -5.6992E-02
    58.31150    24.35709     1.55568     8.8961E-02  1.2668E-01  1.2650E-01
    82.65695    54.45207    -0.53056     2.7154E-01  1.6020E-01  1.1507E-02
    61.90859    21.13307    -5.24862     1.0163E-01  7.6062E-02  4.4165E-02
    54.09916    24.34593    -0.24388     1.5940E-01  1.8789E-01 -8.5943E-02
    63.64068    23.69334     1.83845     2.4947E-01  5.9560E-02 -2.1737E-02
    14.18507    29.92795    41.89556     8.9308E-02  1.1139E-01  1.4066E-01
    66.60563    22.85499   -11.97279     1.5652E-01  9.9360E-02  5.4667E-02
    55.19540    18.98611    -0.88854     2.9505E-01  5.5022E-02 -7.8407E-02
    56.84368    20.79480     2.96964     1.2491E-01  1.5226E-01  1.3619E-01
    56.04101    23.34706     0.69847     4.2400E-01  4.3557E-01  5.1945E-02
    65.70218    36.17342    29.38239     2.0924E-01  1.0852E-01  5.7559E-02
    56.11026    26.17033     2.89557     1.8961E-01 -5.9702E-02 -2.0963E-02
    55.41586    24.86929     2.52067     2.8781E-01  4.3933E-02 -1.7338E-01
    57.55995    23.48757    -7.45339     2.6463E-01  7.8661E-02 -7.9880E-02
