 # t =    400.00000596046448     
 x   y   z   vx   vy   vz
    83.97177    26.75917    -3.12847     2.9754E-01  1.2317E-01  9.0847E-02
    81.56741    32.03376     9.09404     2.2894E-01  1.6362E-02  7.4089E-02
   158.05448   -12.55083    76.45936     3.7228E-01 -1.1323E-02  1.6648E-01
    39.46371    62.62743    18.97118     1.5290E-01  1.3301E-01  4.2224E-02
  -157.49423    78.32953    58.87455    -3.8488E-01  1.9985E-01  1.5124E-01
   101.70464    21.25252    11.56987     1.9845E-01  9.6831E-02 -5.2505E-02
    85.69274    29.68497    15.19604     1.4516E-01  4.1436E-02  9.4964E-02
    86.18211    36.47575     0.41428     2.8637E-01 -1.2436E-01 -2.8724E-02
    29.97326    12.40945    -2.94944     1.3210E-01  4.7817E-02  8.1412E-03
    86.94219    34.40723     2.99503     2.1088E-01 -8.9682E-02  1.5014E-01
    91.38653    26.11294     4.61567     2.2800E-01  6.2165E-02 -2.9783E-02
    48.02629   102.14047   132.93364     1.2446E-01  2.4666E-01  3.2228E-01
   189.56174    47.53298    57.81920     4.4285E-01  1.1208E-01  1.3147E-01
    89.10628    35.76385     2.40949    -8.6170E-03  1.1247E-02  6.9672E-02
    91.71261    44.51998     5.57131     2.6744E-01  1.5542E-01  6.8505E-03
    40.65036    50.53983    46.38207     1.4454E-01  1.2658E-01  8.7140E-02
    87.62852    35.46786     3.23999     1.9971E-01 -7.5158E-02 -1.4173E-01
    86.22099    39.13080     4.01239     6.3169E-02  4.9557E-02  3.0951E-02
    84.89267    34.70995     4.47071     2.0798E-01 -5.1870E-02 -8.7998E-02
   119.50994    74.83041     1.09588     2.5527E-01  1.3372E-01  1.1749E-02
    92.14378    40.04728     8.80443     2.4149E-01  3.9579E-02 -8.0791E-02
    88.74584    36.78811     2.53698     3.8775E-01  1.2452E-01  1.2961E-02
    85.86269    38.07900     5.70973     4.0199E-01 -4.0220E-02 -1.0499E-01
    27.57224    45.23363    60.77913     1.0059E-01  1.0723E-01  1.2984E-01
    85.93626    35.21977    14.36506     2.3653E-01  7.7973E-02  1.7332E-01
    84.69072    33.38367     4.18120     4.4018E-01  8.6469E-02 -1.8689E-01
    86.34796    35.08426     4.80411     1.0135E-01  3.4316E-01 -6.4009E-02
    88.82177    34.49497     6.30792     1.1736E-01  4.0383E-02 -1.2175E-01
    94.34484    49.56162    34.37999     1.9961E-01  8.3661E-02  1.5355E-02
    89.53191    34.35158    -0.15269     2.3202E-01  1.2313E-01  2.3813E-02
    87.21925    35.37755     1.51576     2.5197E-01 -8.3867E-02  2.0458E-01
