 # t =    220.00000327825546     
 x   y   z   vx   vy   vz
    49.55103    20.27058     2.65495    -8.0880E-02  1.7374E-01 -1.8045E-01
    45.02174    21.24062    -0.05120     3.0704E-01 -1.3834E-01  1.8509E-01
    90.22599   -10.23952    45.30498     3.8122E-01 -1.5438E-02  1.8426E-01
    14.31304    37.07285    10.54001     1.2228E-01  1.5155E-01  5.1732E-02
   -87.91792    42.27917    31.57633    -3.8879E-01  2.0079E-01  1.5218E-01
    59.40673     7.78277    14.42594     2.6121E-01  5.2812E-02  2.6596E-02
    32.98226    22.35263    -5.35823     2.7240E-01  1.0599E-01 -1.1341E-02
    47.40588    21.64350     3.21895     1.6087E-01  2.4838E-01 -8.6928E-02
     9.38251     3.92111    -4.36310     9.5225E-02  4.3018E-02  6.5408E-03
    47.65134    18.96188     0.24521     1.1319E-01 -1.0814E-01 -1.2503E-01
    44.63775    23.71308    -7.72568     1.7844E-01  1.6305E-01 -3.1934E-02
    25.82976    57.39015    74.32993     1.2135E-01  2.5121E-01  3.3012E-01
   108.87948    26.96838    33.48817     4.5539E-01  1.1877E-01  1.4246E-01
    51.10536    19.33767     0.69712     2.9306E-01  1.0844E-01  7.0249E-03
    45.85777    11.37296    -7.13299     1.8560E-01  2.9506E-02 -2.0488E-02
    16.36601    26.86851    29.03220     1.2195E-01  1.3650E-01  1.0761E-01
    47.13871    18.64031     1.26266     8.5937E-02  9.0930E-02  8.7280E-02
    49.54706    21.50794     1.37986     1.5711E-01  3.0740E-01  7.1500E-02
    45.67899    19.93487     2.31321     1.1377E-01 -1.3710E-02 -1.2382E-02
    71.70522    47.83397    -0.99066     2.7602E-01  1.7088E-01  1.1485E-02
    56.12346    18.47003    -5.24935     1.8784E-01  6.0631E-02 -3.6681E-02
    50.45130    18.52309     2.04003     2.9869E-01  2.9275E-02  9.9334E-02
    48.29586    20.12485     1.65519     6.1580E-01  1.9089E-01  1.0692E-01
    10.70902    25.44927    36.18839     8.4324E-02  1.1255E-01  1.4483E-01
    59.91697    18.81453   -13.49183     1.7731E-01  1.0217E-01  2.2590E-02
    49.88642    22.38850     1.52040     4.3409E-02  3.6173E-02  9.9631E-02
    46.08367    20.98828     1.82867     2.1210E-01  2.2287E-01 -1.3442E-01
    47.69424    18.68032     1.87069     8.9242E-02 -2.1958E-01  1.0208E-01
    57.28586    31.67783    26.80478     2.1161E-01  1.1628E-01  7.1494E-02
    47.51574    17.72242     0.13237     2.7110E-01  4.2651E-01  6.3571E-02
    48.65238    18.91933    -1.91063     1.9266E-01  1.0683E-02  6.4911E-02
    47.06322    19.63249     1.00378     1.7331E-01  1.7810E-01 -4.6093E-01
     9.57705   -34.95870  -129.48298     3.6763E-02 -1.4703E-01 -5.6326E-01
    42.53466    20.40918     1.86323     1.3433E-01  6.1989E-02  7.5283E-03
    67.40089    10.24137     0.72168     2.2751E-01  1.2574E-01  4.9064E-02
    21.53250    40.06860     6.04291     1.5069E-01  1.5607E-01  4.1165E-03
    47.89669    18.11619    -0.49276     3.8524E-01  1.7295E-01  3.1941E-02
