 # t =    320.00000476837158     
 x   y   z   vx   vy   vz
    62.51069    20.74688    -6.70931     2.3556E-01  3.8411E-02  2.9918E-03
    76.45159    27.35050     0.67963     1.1898E-01  1.6185E-01 -2.1431E-02
   128.12715   -11.60511    62.98094     3.7615E-01 -1.2417E-02  1.7101E-01
    27.62237    51.67604    15.43848     1.4244E-01  1.4085E-01  4.6225E-02
  -126.65439    62.32773    46.76213    -3.8619E-01  2.0021E-01  1.5158E-01
    84.27315    14.44264    14.63263     2.3513E-01  7.6486E-02 -2.2067E-02
    68.38858    30.31137    -1.45811     4.7969E-01  7.2907E-03  1.7854E-01
    68.71572    28.24858    -0.75381     2.8819E-01 -1.2019E-01 -3.9429E-02
    20.02198     8.52999    -3.61375     1.1665E-01  4.8257E-02  8.1979E-03
    68.93385    27.03428     2.17566     2.1822E-01  1.4509E-01  9.3573E-02
    67.64269    31.95803    -0.12636     3.1053E-01 -6.3012E-02  2.1709E-01
    38.09739    82.34948   107.05471     1.2366E-01  2.4821E-01  3.2486E-01
   153.98038    38.51931    47.21358     4.4702E-01  1.1344E-01  1.3392E-01
    70.84112    28.99305     1.82052    -7.7495E-02  3.8888E-02  4.7132E-02
    67.13648    22.16664    -2.06393     2.4930E-01  2.0497E-01  1.2817E-01
    29.36957    40.23957    39.11484     1.3693E-01  1.3097E-01  9.4833E-02
    70.13783    28.31366     1.78822     2.9578E-01 -3.1558E-02 -9.7216E-02
    67.80819    29.96263     2.64439    -6.0868E-02 -4.2121E-02  1.4443E-02
    70.31917    30.56538     3.78539     1.2999E-01  1.4572E-01  1.3019E-01
    98.73582    63.64231     0.16302     2.6434E-01  1.4674E-01  1.1601E-02
    68.45950    30.57334     6.49600     3.1608E-01  2.1931E-01  2.0168E-01
    69.00560    27.05609     3.37205     1.2553E-01  2.6329E-01 -1.4726E-01
    67.22478    28.60433     2.23781    -7.7702E-02  2.2926E-01  1.5294E-01
    19.72721    36.55895    50.17458     9.5141E-02  1.0963E-01  1.3548E-01
    74.63867    28.58776    -6.54311     1.0266E-01  9.1107E-02  1.4018E-01
    66.92958    30.91876     6.12184     7.1738E-02  7.0398E-02  1.4501E-01
    69.85564    27.29227     2.93132     6.3173E-02  1.2944E-01  2.7730E-01
    67.29760    26.65433     0.34329     1.2609E-01  4.6240E-02 -1.3134E-01
    78.14534    42.34199    32.24877     2.0539E-01  9.7197E-02  3.8314E-02
    69.79142    28.11857     1.22124     1.4699E-01  3.6923E-01  2.4039E-01
    68.56000    31.43328     1.86126     2.3802E-01  7.4459E-02 -7.9171E-02
    72.50651    27.96850    -6.84824     2.2812E-01  7.3083E-02  9.5007E-02
    13.32406   -49.61199  -185.65964     3.8012E-02 -1.4613E-01 -5.6050E-01
    72.60349    30.77454     3.45774     3.3964E-02  3.0828E-02 -5.9499E-03
    87.55843    23.37286     5.10503     1.6859E-01  1.3317E-01  3.5397E-02
    37.84107    54.67582     6.22290     1.7403E-01  1.3664E-01 -1.0685E-04
    70.80053    28.41159     1.82681     3.6925E-01  2.2621E-01  1.2740E-01
    66.29889    28.11252     4.32337     5.0955E-01  1.8280E-01 -1.5002E-01
    74.57293    29.84248    -6.19928     1.8639E-01  9.7539E-02 -2.4227E-02
    75.23777    56.74357    23.33925     2.2543E-01  1.1861E-01  2.0580E-02
    80.00842    31.11359     5.99299     1.7696E-01  1.4228E-01  5.4083E-02
    22.57325     5.43526    32.95942     1.1318E-01  4.6283E-02  9.3851E-02
    56.35543     8.89941    -0.10799     2.2418E-01  1.4227E-01  1.6566E-02
