 # t =    510.00000759959221     
 x   y   z   vx   vy   vz
   107.15391    52.58659     5.71681     1.4434E-01  1.1665E-01 -2.4765E-02
   110.66678    48.31141    -0.12155     1.2024E-01  2.1141E-01 -6.9911E-02
   198.80368   -13.73784    94.57563     3.6891E-01 -1.0329E-02  1.6325E-01
    56.82087    76.74178    23.36954     1.6187E-01  1.2406E-01  3.7932E-02
  -199.75892   100.28894    75.49132    -3.8365E-01  1.9943E-01  1.5090E-01
   119.28344    35.43005     4.02742     1.0289E-01  1.8227E-01 -8.1281E-02
   103.39480    37.13962    18.26123     1.8187E-01  8.9997E-02 -2.7061E-02
   113.19427    40.19642     4.76669     2.1024E-01  1.4323E-01  1.7666E-01
    45.48173    17.12627    -2.18025     1.4748E-01  3.6401E-02  5.5148E-03
   111.77252    43.26272     5.59180     1.7311E-01  1.7416E-01 -1.1811E-01
   108.85748    50.18685     8.85928     1.8851E-01  1.6078E-01  1.2595E-01
    61.74927   129.18803   168.24808     1.2497E-01  2.4522E-01  3.1998E-01
   238.06517    59.80751    72.17025     4.3933E-01  1.1119E-01  1.2963E-01
   109.00851    44.35870     6.33227     2.4966E-01  1.0885E-01 -3.2289E-03
   114.55447    48.49863     4.03532     1.2012E-01 -1.2094E-01 -2.4559E-02
    56.92069    64.16554    55.50982     1.5068E-01  1.2140E-01  7.9381E-02
   111.31550    43.60271     4.54395     3.6583E-01  2.3850E-01  6.5641E-02
   108.49931    41.94915     4.18752     2.1124E-01 -1.4926E-01 -5.2644E-02
   110.47778    45.58302     5.97094     8.0542E-02  1.2935E-02  4.6310E-02
   147.02182    88.80824     2.41227     2.4540E-01  1.2109E-01  1.2125E-02
   101.89376    40.38706     6.89111     1.7921E-01  8.7732E-02  7.7589E-02
   109.12184    44.39447     2.71509     2.6200E-01  1.3781E-01 -3.2147E-02
   110.77442    43.91854     4.82553     4.3688E-01  3.8327E-01  1.8446E-01
    38.90471    56.85934    74.71961     1.0497E-01  1.0425E-01  1.2396E-01
   112.20730    43.47928    24.43361     2.3740E-01  7.2846E-02  3.4270E-02
   110.69084    44.48069     5.50676     8.2883E-02 -2.6194E-01 -1.0386E-01
   113.66041    41.73293     2.31676     2.4867E-01 -8.1875E-02  1.1766E-01
   110.74043    41.87288     4.45147     2.4553E-01  3.3082E-01 -1.5565E-01
   115.89773    57.85430    34.42129     1.9257E-01  6.7207E-02 -1.4756E-02
   114.07606    45.25134     2.09344     1.2944E-01  4.9134E-02  1.0276E-01
   111.02444    45.44162     5.04048     2.4394E-01 -4.7083E-02 -1.7363E-01
    99.17091    51.75557    11.27073     2.1614E-01  7.6703E-02 -1.7226E-02
    20.63933   -77.29079  -291.85413     3.8793E-02 -1.4534E-01 -5.5771E-01
   113.63670    40.51276     1.41626     2.3953E-01  1.4641E-01  6.2733E-02
   102.37547    36.91521    -6.26673     1.7359E-01 -2.0764E-02 -9.9763E-02
    73.68647    77.81599     5.92816     1.9986E-01  1.0873E-01 -2.5509E-03
   110.07724    42.41439     3.33738     3.0368E-01 -2.8207E-02 -1.4208E-01
   136.59955    42.05225   -14.31661     2.9430E-01  6.1931E-02 -4.9481E-02
   118.58048    42.34508    13.12192     2.3381E-01  8.2899E-02 -5.9480E-02
   117.20919    74.78354    24.24193     2.1605E-01  7.2952E-02 -9.4564E-03
   117.79995    36.22116    -0.37738     2.7534E-01  1.2051E-01  6.0392E-02
    45.94759    14.26597    49.14077     1.2985E-01  4.5325E-02  7.6511E-02
   117.23298    46.16534     5.24265     4.7188E-01  1.1106E-01  5.0486E-02
   110.14349    44.20032     0.91632     2.0342E-01  6.7055E-02 -5.1449E-02
   109.54054    41.20344     4.73738     1.9651E-01 -8.1927E-02 -1.4431E-02
   108.77064   182.32201   198.48666     2.1301E-01  3.5120E-01  3.8140E-01
   115.31074    43.96543     4.20489     3.7925E-01 -1.4555E-02 -1.2395E-01
   109.81716    41.43466     3.24633     1.5900E-02  3.0868E-02  6.2497E-02
   109.45245    43.68233     4.34104     3.2935E-01  1.6670E-02 -6.1423E-02
   110.35867    45.34563     2.13175     2.4650E-01  5.9168E-02  1.4499E-01
   111.13325    42.41543     6.38260     3.9689E-02  1.8302E-01 -2.5301E-01
   121.34507    44.63135    42.45752     1.9408E-01  9.5439E-02 -5.5439E-02
   111.37215    44.48446     4.94006     2.7019E-01 -2.6535E-02  5.5292E-02
   110.85842    43.63644     3.52378     1.2169E-01  1.4562E-01  1.5661E-01
   106.42175    45.86833     7.66643     7.3876E-02  1.8646E-01  1.2262E-01
   111.81135    43.25425     3.86156     2.4380E-01  2.6194E-01  1.3700E-01
    79.73609    19.02726    97.80429     1.6300E-01  4.8641E-02  1.5727E-01
   111.54392    48.63999    20.00037     2.0569E-01  7.2069E-02  2.9413E-02
   138.03804   131.65815   -98.91967     3.1345E-01  4.1067E-01 -3.7153E-01
   114.05883    41.34773    14.51936     1.7831E-01  1.2000E-01 -6.9705E-02
   113.35028    41.27012    -2.59774     2.3704E-01  1.9784E-02  1.5969E-02
   110.26879    44.03385     4.94573     3.0774E-01  2.1684E-01  1.8799E-01
   114.05368    44.52861     2.16188     2.3837E-01  7.0385E-02 -2.1333E-01
   111.37992    44.12542     1.32340     2.7178E-01  5.8492E-02 -5.3834E-02
   165.28953    53.29887   139.63289     3.1164E-01  1.0006E-01  2.5265E-01
   308.14984   -91.11744  -173.66027     5.9303E-01 -1.6680E-01 -3.2383E-01
   107.48918    39.17850    -3.08951     2.2801E-01  2.5374E-02  1.5246E-02
   111.08792    42.54969     4.96183     4.9287E-01 -2.7565E-02  3.8966E-02
   -36.55935    97.20802    43.25693    -5.4980E-02  1.8656E-01  7.9847E-02
   107.49256    35.61951     6.66272     2.6513E-01  1.7740E-01 -2.7639E-02
   112.70410    47.21476    -0.33591     2.9755E-01  1.7293E-01 -1.6658E-01
   117.45350    46.33869     4.98843     2.9031E-01 -1.3389E-02  3.1028E-03
   109.09275    43.11911     3.05886     3.7294E-02  1.3861E-01  1.1207E-01
   143.53993    23.53108    18.63333     3.6116E-01 -2.4399E-02  7.9349E-02
   113.93816    42.79696     5.70646     1.7731E-01 -1.1480E-02  1.5764E-01
   112.27879    43.32295     4.87389     3.1848E-01 -6.0413E-02  3.0779E-02
    97.92934    51.65767    20.72723     2.0273E-01  1.0205E-01  2.3242E-02
   308.32250   212.71666  -108.89229     5.9173E-01  4.1031E-01 -2.0172E-01
   329.73983   102.90718   -19.76304     6.2660E-01  1.9416E-01 -2.9319E-02
   111.23765    47.50453     2.89569     3.4262E-01  2.4499E-01 -6.0186E-02
   112.32582    45.56811     4.54400     2.0607E-01  2.8732E-01 -4.2728E-02
   111.17745    42.06632     2.86915     1.3400E-01  1.5841E-01 -6.1977E-02
   118.32382    48.27373    18.78952     1.7800E-01  4.8155E-02  2.3056E-04
    78.99543   -53.66469     5.00171     1.6624E-01 -3.6308E-02 -1.4673E-03
   112.61894    44.91008     5.64637     9.4816E-02  2.7956E-02  1.7419E-01
   112.79449    44.22994     5.62778     1.7874E-01  5.8301E-02 -1.6511E-01
   110.16090    42.49078     4.42803     1.9332E-01 -1.5210E-01  2.7308E-01
   111.33722    43.09777     7.51154     6.4827E-02  1.4742E-01 -3.1426E-02
   360.06893  -144.35156    77.69864     6.9375E-01 -2.6965E-01  1.5399E-01
   112.06968    43.03641     5.55907     4.1402E-01 -7.5903E-02  5.8648E-02
   258.33115    46.22387    44.66505     4.7776E-01  8.7650E-02  7.9244E-02
   112.11131    44.56385     3.63918     2.8063E-01  7.0400E-02  1.8122E-01
   118.46752    -5.44763   125.10163     2.2498E-01  6.3709E-03  2.1817E-01
   110.91985    43.85900     2.89480    -1.0488E-01  2.9505E-02  4.3065E-05
   111.15727    43.64076     4.69890     9.3645E-02  6.9835E-02  3.2777E-01
   113.17082    38.26871     2.43089     1.5529E-01 -1.4262E-01 -2.5209E-02
   126.26633    -2.03534   -16.49937     2.3621E-01  2.3085E-02  4.3036E-02
   111.90469    45.82904     4.25634     3.2952E-01 -8.2562E-02 -1.3527E-01
   111.17676    43.90590     3.62808     1.6509E-01  2.8714E-01  3.2652E-02
   117.05101    44.61285     7.35281     1.4427E-01  7.8972E-02  6.8878E-02
   105.14785    46.21030     0.77890     2.7656E-01  1.2063E-01  8.3227E-03
   208.04435   133.64987   -91.36332     3.8803E-01  2.5320E-01 -1.5663E-01
   -11.47756    69.09686    85.26832    -8.5010E-03  1.3788E-01  1.5870E-01
   112.68230    43.46431     0.18936     1.7282E-01 -5.9464E-02 -3.2017E-02
   111.41061    42.02791     6.61091     2.9352E-01  1.1985E-01 -2.2386E-01
   -93.62893   -21.59013    14.54022    -1.6693E-01 -3.2644E-02  3.1611E-02
   111.58029    43.35700     5.94868     3.2753E-01  2.6519E-01 -6.4985E-03
   256.26440    15.64551  -219.05227     4.9346E-01  3.4852E-02 -4.0914E-01
   110.10280    46.49103     3.98795     1.8914E-01  1.8730E-01  1.1575E-01
   111.34142    43.64613     3.82219     3.6332E-01 -2.1299E-01  3.8325E-02
   106.40761   102.06808   -73.09631     2.0818E-01  1.7399E-01 -1.0306E-01
   115.59573    38.80555     3.69239     3.0229E-01 -2.0317E-02  8.3762E-02
   112.40168    44.07153     5.64002     2.7420E-01  5.0787E-02  2.5441E-02
   109.40616    43.17844     6.48863     2.4691E-01  6.8511E-02 -1.7394E-01
   110.32712    44.89771     3.85664     1.5130E-01  1.8037E-01  1.8536E-01
    56.60662    95.38496    -4.76848     1.4785E-01  1.5649E-01  1.1174E-02
    96.12316    49.41370    -3.17026     2.6525E-01  6.9412E-02 -1.7293E-02
    10.62799     1.63761    68.91355     4.7708E-02  1.6393E-02  1.2527E-01
   113.35939    45.73405     2.06745     1.4060E-01  2.0233E-01  1.3695E-01
   113.31778    29.45703     3.16377     2.2495E-01  1.5588E-01 -2.2142E-03
   119.99780    34.38670    -3.19837     2.8258E-01  1.1280E-02 -5.1183E-02
   114.06730    42.50457     3.59959     2.1270E-01  1.4861E-01 -2.9587E-03
   109.80718    46.26666     4.01447     2.6684E-01  1.1629E-01  1.7754E-01
   110.13691    41.56819     2.88994     4.7126E-01  1.5765E-01 -8.1418E-02
   108.91276    39.54043     0.45862     2.4688E-01  1.9522E-01  1.5334E-01
   107.08081  -179.15282    43.27843     2.0648E-01 -3.2935E-01  8.8992E-02
   113.27128    43.71713     5.23351     2.1539E-01  2.3128E-01  4.1391E-02
   112.20950    44.06577    -5.02582     1.5259E-01  8.9748E-02  1.1329E-01
   115.25517    27.13032   -17.73987     2.5804E-01 -5.0230E-02 -1.3668E-01
   119.18763    35.10376    17.62332     1.7262E-01  9.8165E-02 -8.5065E-03
  -196.21871   219.05277   131.74376    -3.8256E-01  4.3000E-01  2.6192E-01
   103.98458    44.22182    11.50127     1.1480E-01  1.5581E-01  7.9006E-02
   110.54732    43.20021     4.02445     1.3059E-01  2.1901E-01  1.5853E-01
   111.60911    42.13052     0.88353     1.3864E-01 -1.2253E-01 -8.8794E-02
   110.46448    44.00888     4.16925     1.2921E-01  1.0074E-01 -2.3948E-01
   110.88089    41.83540     0.90096     6.0760E-02  1.4532E-01  9.1768E-02
   117.87305   176.24557   125.90332     2.2419E-01  3.2930E-01  2.4125E-01
   113.49742    42.55983     3.74678     1.2293E-01 -8.4013E-02 -6.1063E-03
   112.79447    39.27328     4.42866    -7.0648E-02  2.2184E-01 -1.3599E-02
   109.47260    60.48842   -17.96782     1.9778E-01  4.9877E-02  6.5132E-02
   111.86715    45.16103     0.94309     1.3572E-01  6.3423E-02 -2.9470E-02
   109.49177    37.43090     5.90149     2.4112E-01 -1.3413E-01  7.1721E-02
   112.77657    45.15991     3.31374     1.5595E-01  1.5042E-01  5.5122E-02
    97.13179    55.92730    14.28280     2.0300E-01  7.4250E-02  3.2679E-02
   110.97930    43.91575     4.70168     3.3031E-01  3.9158E-01  5.6845E-02
   110.47354    44.46404     6.58323     1.3549E-01  3.8049E-02  6.7280E-02
   -56.67712     0.30715   368.60608     9.3581E-02  6.4328E-02  2.5758E-01
   110.28405    44.68538     2.38429     1.9097E-01  3.0604E-01 -2.3505E-01
    89.29636    70.49749   -94.01927     1.7682E-01  1.3414E-01 -1.4212E-01
   111.35616    42.31755     4.90381     6.0465E-01  4.7186E-02 -1.9472E-01
   113.16620    45.50984     3.38591     1.7363E-01  1.4901E-01  5.8511E-02
    29.69022   -92.22435     8.70023     7.5525E-02 -1.4792E-01  1.5672E-02
   109.78365    43.21729     3.84291     2.6144E-01  4.0355E-01  2.2047E-01
   112.35730    42.54002     3.00338     2.9708E-01  1.9390E-01  2.7668E-02
   119.16911    42.67261    -0.88246     4.1449E-01  3.6631E-02 -5.4990E-02
    73.11401   144.99815  -106.55498     1.4800E-01  2.6742E-01 -1.8462E-01
   110.99528    46.13030     0.61830     2.3482E-01  8.7361E-02  1.2479E-01
   112.23666    43.19890     6.45297    -3.3477E-02  3.3002E-02 -5.2271E-02
   108.70998    42.57304     3.61153     1.0427E-01  3.0381E-01  9.5171E-03
   114.45280    38.92528     3.93402     3.0383E-01 -1.4369E-01 -4.6783E-02
   103.62810    36.57965    16.73877     2.1151E-01  5.2203E-02 -6.5228E-02
   124.16767    29.99872    -1.52033     1.7781E-01  1.1073E-01  5.0552E-02
   142.10690  -146.13351   312.84306     2.7451E-01 -2.7506E-01  6.1069E-01
   109.33205    51.87971     3.93084     2.8945E-01  2.0410E-02 -5.3998E-02
   108.47901    47.81159     2.03623     1.8342E-01  7.6024E-02 -2.8014E-02
   115.62248    32.58970    -9.23856     2.4113E-01  6.5684E-02  2.0194E-02
   113.95840    44.12275     3.29237     3.4455E-01  9.5849E-02 -2.6280E-01
