 # t =    220.00000327825546     
 x   y   z   vx   vy   vz
    46.64490    20.96824   -11.54855     4.9516E-02  3.0184E-02 -1.8316E-01
    55.42973    15.89819   -17.42902     1.7415E-01 -3.9315E-02 -2.4701E-02
    97.09642   -10.91832    48.33135     4.0408E-01 -1.4106E-02  1.9410E-01
    16.11175    35.81879     8.71606     1.3499E-01  1.1595E-01  3.2127E-02
   -90.52088    41.39965    32.49738    -3.9626E-01  1.9588E-01  1.5489E-01
    63.72815     9.70852     2.83250     2.5267E-01  4.5604E-02 -9.2458E-02
    41.81509    11.08214    -6.29617     3.2944E-01 -5.1221E-02 -3.6109E-02
    54.59063     0.00291   -13.12215     1.6293E-01 -6.6825E-02  1.0900E-02
    18.94185     7.95649     4.16052     1.2138E-01  9.1613E-02  2.0513E-01
    51.63585     9.03208   -11.35389     1.5872E-01 -2.7379E-02 -9.3432E-02
    52.65147    17.38503     7.44215     2.2492E-01  3.9646E-02 -1.1754E-01
    27.79062    60.70780    76.89313     1.2988E-01  2.6344E-01  3.3555E-01
   114.56227    31.90854    24.26013     4.6732E-01  1.4604E-01  8.9570E-02
    50.83283     9.74605    -9.96148    -6.3987E-02  1.2024E-03  5.8251E-02
    47.53030    24.40438     7.86750     2.3262E-01  6.8295E-02 -9.2637E-02
    26.99109    25.62024    22.56516     1.7057E-01  1.1144E-01  4.1624E-02
    52.97284     9.22543   -12.80643     2.5298E-01 -1.9853E-02  2.8259E-02
    48.61139     9.63807    -9.37034     5.8665E-02 -1.8983E-01 -6.9445E-02
   -99.59834   -39.78712     1.15287    -4.4880E-01 -1.6623E-01  1.4525E-02
    87.78006    46.28563    -4.73968     3.5232E-01  1.5221E-01 -9.3063E-03
    54.38486    14.72995    17.91958     3.1595E-01  8.2677E-02  1.9020E-01
    52.01618     8.15607   -10.92526    -1.1041E-01  1.8177E-01 -8.4924E-04
    55.18579    14.44148   -10.94358     2.4081E-01  1.5306E-02 -1.1686E-01
    -8.45660    34.66105    52.41857    -1.1093E-02  1.5088E-01  2.2170E-01
    52.91424    20.55273     2.95528     5.9212E-02  3.3198E-02  6.2134E-02
    57.30043    12.26479   -15.39683     2.2185E-01  5.7306E-02 -4.6400E-02
    50.66349    10.28335    -8.07676     2.0655E-01  8.9859E-02 -2.1232E-01
