 # t =    250.00000372529030     
 x   y   z   vx   vy   vz
    48.45312    21.21593   -16.89303     7.1017E-02 -9.6728E-03 -1.7227E-01
    60.06163    13.79034   -17.08821     1.2831E-01 -1.0969E-01  5.7988E-02
   109.18560   -11.32995    54.12375     4.0195E-01 -1.3376E-02  1.9215E-01
    20.16988    39.15001     9.63269     1.3546E-01  1.0667E-01  2.9154E-02
  -102.38495    47.26761    37.13646    -3.9473E-01  1.9532E-01  1.5440E-01
    70.97710    11.08495    -0.25467     2.3065E-01  4.5911E-02 -1.1263E-01
    52.70863     9.49464    -7.95852     4.0548E-01 -5.1422E-02 -8.8282E-02
    59.18194    -0.91636   -12.66515     1.4509E-01  4.6362E-03  1.6842E-02
    22.31867    10.61092    10.19586     1.0659E-01  8.5914E-02  1.9727E-01
    57.98870    10.58447   -12.07851     1.6792E-01 -9.9712E-02 -1.6074E-01
    59.32624    18.41601     3.54868     2.2002E-01  2.8614E-02 -1.4226E-01
    31.68657    68.59029    86.92865     1.2984E-01  2.6212E-01  3.3357E-01
   128.54072    36.27794    26.92963     4.6469E-01  1.4528E-01  8.8447E-02
    56.38776    10.08017   -12.25045     4.4152E-01  8.4018E-03 -1.9223E-01
    54.51439    26.25526     4.87438     2.3447E-01  5.4911E-02 -1.0538E-01
    32.08579    28.87717    23.69626     1.6912E-01  1.0594E-01  3.4178E-02
    55.84379    11.07047   -10.93016     1.2485E-01  4.1666E-02 -1.1805E-01
    54.14364     5.67826   -12.62559     2.7133E-01 -5.8416E-02 -1.2698E-01
  -113.03921   -44.76530     1.58756    -4.4730E-01 -1.6565E-01  1.4474E-02
    98.28546    50.79666    -5.02254     3.4821E-01  1.4867E-01 -9.5532E-03
    63.79588    17.18268    23.45006     3.1163E-01  8.1005E-02  1.7938E-01
    54.87396    14.89898   -11.53881     2.2401E-01  1.3659E-01 -5.0691E-02
    60.28315    12.43496   -13.91154     7.8073E-02 -1.5774E-01 -6.8224E-02
    -8.76700    39.15825    59.01144    -9.7034E-03  1.4897E-01  2.1795E-01
    54.63826    21.28804     4.46687     5.6404E-02  1.7618E-02  3.9951E-02
    62.54426    13.28070   -15.65816     1.2227E-01  3.9922E-03  2.8627E-02
    59.12002     8.74629   -15.27265     2.0683E-01 -7.8625E-02 -5.1419E-02
    77.66169    -0.22991    -1.49399     5.2878E-01 -1.3140E-01  9.4036E-02
    66.05190    30.59647    15.41345     2.0564E-01  7.5512E-02 -1.4344E-02
    57.78858     9.76389   -13.61692     3.4760E-01  1.9048E-01  7.8235E-02
    59.09110    10.05540   -14.91876     2.7485E-01 -7.0737E-02 -1.4141E-01
    58.04678     9.30621   -11.64143    -1.6187E-02  2.4799E-01 -1.0633E-01
    15.72459   -34.61520  -142.07727     5.8032E-02 -1.2528E-01 -5.3910E-01
    60.20459     5.96718   -18.67018     1.6699E-01  7.5994E-02  1.5738E-02
    48.89723    30.01251    -3.32903     3.1320E-02  1.1089E-01 -4.0410E-02
    32.63524    38.98096     3.25333     1.7934E-01  9.5888E-02 -2.2883E-02
    58.94986    10.24156   -12.02448     1.5283E-01 -2.6272E-02  1.3875E-01
    41.39255    15.97073    -4.17482     2.5094E-01  9.5770E-02 -1.4884E-01
    47.81339     6.13395   -11.11526     2.6543E-01 -6.7812E-03 -2.4903E-03
