 # t =    160.00000238418579     
 x   y   z   vx   vy   vz
    43.98032    14.79401    -0.97029     6.9470E-02  1.8679E-01 -1.4246E-01
    43.13648    15.41900   -12.66617     2.3838E-01  5.8603E-02 -1.3798E-01
    72.67402   -10.00356    36.51900     4.1071E-01 -1.6764E-02  2.0035E-01
     8.19821    28.01396     6.51023     1.2531E-01  1.4707E-01  4.2689E-02
   -66.62657    29.60808    23.16718    -4.0057E-01  1.9722E-01  1.5621E-01
    47.14871     7.19093     6.89055     3.0318E-01  3.6296E-02 -3.7218E-02
    24.20734    13.28491    -4.65148     2.7443E-01 -7.1010E-03 -2.8091E-02
    42.12648     9.08863   -10.79815     2.8520E-01 -2.2473E-01 -1.5751E-01
     8.21255     2.51639    -4.81615     1.7568E-01  5.9538E-02  1.8753E-02
    39.70166     9.89454    -5.49250     2.8507E-01  2.4762E-02 -8.8492E-02
    38.78891    14.44973    12.93279     2.3900E-01  5.7824E-02 -6.2524E-02
    20.00403    44.79119    56.59013     1.2950E-01  2.6752E-01  3.4193E-01
    86.29740    23.08416    18.78934     4.7582E-01  1.4833E-01  9.3221E-02
    37.65672     9.26270    -4.43688     1.3806E-01  9.6448E-03 -2.6886E-02
    33.47850    19.47458    12.35995     2.3682E-01  9.7438E-02 -5.3055E-02
    16.69709    18.44976    19.33704     1.7046E-01  1.2946E-01  7.0282E-02
    39.84398     9.27794    -7.53875     3.4973E-01 -8.7075E-03  1.6904E-01
    44.07605     6.64396    -8.59335     2.8586E-01  9.9978E-02 -8.2261E-02
   -72.55895   -29.76384     0.27024    -4.5286E-01 -1.6792E-01  1.4833E-02
    66.29722    36.85546    -4.19336     3.6512E-01  1.6333E-01 -8.9753E-03
    35.09959     9.60072     5.12645     3.2603E-01  8.8705E-02  2.5251E-01
    46.51099     8.67928    -7.16021     2.5743E-01 -6.6762E-02 -8.6688E-02
    37.72564     4.61270    -7.83783     1.9985E-01  4.6189E-02 -1.2050E-02
    -7.64107    25.47563    38.81787    -1.7000E-02  1.5543E-01  2.3243E-01
    48.28678    16.78788    -2.52658     1.1244E-01  1.0091E-01  1.1929E-01
    37.67647     9.39113    -3.71943     3.0284E-01 -1.1309E-01 -2.8951E-01
    39.51857    10.92810    -7.26727     2.5262E-01  1.0980E-01 -2.7122E-01
    43.16773    12.65536    -5.32398     2.4633E-01 -6.2379E-02  1.1040E-02
    46.76195    22.86498    15.46452     2.2609E-01  9.8880E-02  1.7622E-02
    40.10221     9.97712    -5.68695     2.7575E-02 -1.8876E-01 -5.8123E-02
    39.01180     7.97626    -4.63982     1.9451E-01  1.0795E-01 -7.8361E-02
    39.73680     9.37830    -4.04434     8.9248E-02  1.3296E-01  1.0446E-01
    10.52694   -23.26954   -93.33866     5.7268E-02 -1.2713E-01 -5.4477E-01
    40.36077     7.24487    -8.09330     2.9530E-01 -1.8048E-01 -3.1594E-01
    45.91891    16.14535    -1.31924     6.1970E-02  2.2200E-01  1.1977E-02
    16.67194    28.77123     4.88665     1.7301E-01  1.3881E-01 -1.0801E-02
    39.11068     9.25039    -5.19416     2.6275E-03 -8.3243E-02 -1.1385E-01
    19.47641     6.35657     7.42255     2.6544E-01  1.2062E-01 -7.9586E-02
    31.20608     9.11469    -9.91195     1.0297E-01 -4.7202E-02 -5.4252E-02
    43.65779    29.10373    12.99691     2.5736E-01  1.1365E-01  1.2891E-03
    34.92557    15.48121    -1.10904     2.0030E-01 -9.1523E-02 -1.6937E-01
    19.73059     4.12493     7.08210     2.1951E-01  1.1486E-01 -3.5154E-02
    28.60449    -7.55065    -5.23754     1.8644E-01  1.2217E-01 -5.3123E-03
    41.56685    10.32201    -4.37201     1.7701E-01  8.8425E-02 -2.1047E-01
    40.58303     9.39544    -7.49303     3.1910E-01  1.7881E-01  3.7865E-04
    35.04478    57.98737    62.07957     2.1900E-01  3.5137E-01  3.7308E-01
    36.73418     8.79323    -6.61674     2.1152E-01  1.3762E-01  3.9331E-02
    27.63636     8.88322    -4.12902    -2.4871E-02  6.2659E-02 -7.0432E-03
    38.86422     9.21982    -6.56597     5.5281E-02 -7.0837E-02 -7.8813E-02
    41.87153     9.38955    -6.61521     1.0537E-02 -1.7511E-01 -1.8734E-01
    36.94467    11.22386    -6.98115     4.3528E-01 -3.4280E-02 -2.5760E-01
    50.07942    10.10584    47.57421     2.0389E-01  1.0663E-01 -4.1497E-03
    39.66191     9.11486    -5.29181     2.7703E-01 -1.8851E-01  7.7249E-03
    39.29604     9.29539    -5.48802     3.5004E-01  1.4267E-02 -5.7962E-02
    44.79259    11.93831    -5.54822     1.1136E-01 -9.4821E-02 -1.0099E-01
    39.31359     8.61431    -6.49055     3.3561E-01  2.3995E-01  4.8691E-02
    25.83488     2.04850    38.51700     1.6451E-01  4.7142E-02  1.9275E-01
    34.39935     9.38822    -6.00156     3.4492E-01  2.0379E-01  1.8117E-01
    38.54804     9.45220    -4.84674     2.4872E-01  1.0466E-01 -2.6072E-01
    34.94460    17.58319     0.90248     4.0022E-02  2.3928E-01  8.5176E-02
    36.79052    12.76636    -5.09744     7.5916E-02  1.3459E-01 -1.6237E-01
    39.69834     8.82853    -4.97012     3.8279E-01  8.4991E-03 -1.0313E-01
    38.38531    11.47139    -3.45656     2.1530E-01  1.9882E-01  2.8668E-03
    39.31515    11.86573    -7.43189     3.2026E-01 -1.3014E-01 -1.1408E-01
    56.50595    18.15790    44.74879     3.2517E-01  1.0872E-01  2.4122E-01
    96.84044   -26.62341   -54.30279     5.7394E-01 -1.3140E-01 -2.9761E-01
    41.56617    13.67471     3.26547     4.1591E-01  2.1173E-01  1.5841E-01
