 # t =    200.00000298023224     
 x   y   z   vx   vy   vz
    45.77319    19.97142    -7.84506     3.8723E-02  7.2010E-02 -1.8604E-01
    51.74199    16.36094   -16.56378     1.9438E-01 -7.6685E-03 -6.0778E-02
    88.99777   -10.62994    44.43349     4.0584E-01 -1.4759E-02  1.9574E-01
    13.42148    33.42022     8.04723     1.3386E-01  1.2431E-01  3.4811E-02
   -82.58390    37.47790    29.39586    -3.9747E-01  1.9630E-01  1.5527E-01
    58.52612     8.80971     4.53288     2.6765E-01  4.3925E-02 -7.7239E-02
    35.53997    12.05008    -5.68096     2.9996E-01 -4.4952E-02 -2.7150E-02
    51.14561     1.85968   -13.20343     1.8260E-01 -1.2190E-01 -4.2750E-03
    16.26303     6.06140     0.02393     1.5249E-01  9.8347E-02  2.0634E-01
    48.04727    10.48245    -8.38911     2.4481E-01  1.8572E-02 -7.3471E-02
    48.11811    16.52659     9.62734     2.2854E-01  4.6049E-02 -1.0085E-01
    25.19305    55.42834    70.16597     1.2986E-01  2.6454E-01  3.3722E-01
   105.19435    28.98169    22.45958     4.6954E-01  1.4666E-01  9.0518E-02
    50.40287     9.80763   -10.58009     1.9575E-01 -4.7041E-03 -5.6109E-02
    42.87273    22.94976     9.61513     2.3326E-01  7.7222E-02 -8.1892E-02
    23.56835    23.34550    21.66782     1.7172E-01  1.1616E-01  4.8400E-02
    47.15392    10.03433    -9.55926     2.5252E-01 -2.7012E-02 -3.6957E-01
    49.75138    11.65470    -9.34289    -5.9163E-02  6.7356E-02  4.3500E-02
   -90.61163   -36.45770     0.86126    -4.4989E-01 -1.6679E-01  1.4707E-02
    80.70050    43.21283    -4.55507     3.5574E-01  1.5516E-01 -9.1583E-03
    48.03218    13.06070    14.00918     3.1940E-01  8.4335E-02  2.0158E-01
    52.58673     6.97933   -10.12002     4.7468E-02 -3.2085E-03 -6.0835E-02
    49.48062    12.79901    -8.58245     3.3539E-01  1.7058E-01 -1.1390E-01
    -8.22196    31.62934    47.95525    -1.2434E-02  1.5235E-01  2.2479E-01
    51.66782    19.73346     1.52547     6.6502E-02  4.9860E-02  8.1335E-02
    52.27665    10.87974   -13.82155     2.8169E-01  8.0397E-02 -1.1545E-01
    47.50140     8.57808    -6.83687     1.2792E-01  4.3181E-02  9.2786E-02
    50.02758     7.06166    -6.90111     6.0943E-01 -1.9322E-01  1.5091E-01
    55.56532    26.55757    15.79474     2.1474E-01  8.6567E-02  2.2494E-05
    49.19059    11.14432    -8.78751     2.5643E-01  1.0078E-01  1.8815E-02
    48.57264     9.55278   -10.00032     1.0425E-01 -1.3977E-01  1.3342E-01
    47.25960    10.55750    -9.83866     3.8800E-01 -1.9098E-01 -2.6108E-01
    12.82866   -28.33257  -115.06272     5.7763E-02 -1.2610E-01 -5.4165E-01
    50.38097     4.40741   -15.96605     2.2093E-01 -1.1946E-02 -1.2055E-01
    47.45749    23.54420    -1.65445     2.8139E-02  1.5345E-01 -2.4068E-02
    23.71012    33.78043     4.28941     1.7759E-01  1.1378E-01 -1.8150E-02
    49.48810    10.22872    -8.05227     1.3917E-01 -1.7336E-02  5.0831E-02
    29.32197    10.87872     2.86048     2.3634E-01  1.0712E-01 -1.3103E-01
    36.83200     7.34227   -10.99614     1.7638E-01 -3.8058E-02 -9.0313E-03
    53.77742    33.30667    12.75672     2.4909E-01  9.7605E-02 -1.2244E-02
    45.62113     9.39597    -9.55253     4.4511E-01 -2.1020E-01 -2.4342E-01
    27.60459     8.80697     4.21798     1.8302E-01  1.1570E-01 -9.0736E-02
    35.96500    -1.76857    -5.39010     1.8562E-01  1.6382E-01 -4.2343E-03
    46.00807     7.22029    -9.95951     2.5765E-01 -2.4461E-02  4.0845E-02
    47.14431     8.46961    -9.98536     3.1989E-01  3.8939E-02 -2.1473E-01
    43.79325    71.98586    76.93132     2.1843E-01  3.4876E-01  3.6978E-01
    50.67571     8.82193   -10.09508     1.4733E-01 -9.6701E-02 -1.7153E-01
    26.84069    10.99656    -4.25876    -1.7318E-02  4.4509E-02 -9.0584E-05
    47.87766    10.89955    -9.39697     5.6096E-02 -9.0880E-02 -9.6565E-02
