 # t =    100.00000149011612     
 x   y   z   vx   vy   vz
    34.07053     2.41772     3.23910     2.6529E-01  1.8374E-01  2.7328E-03
    21.94169     5.35853     1.86916     4.2916E-01  1.5966E-01 -1.3135E-01
    47.67307    -8.80804    24.11935     4.2435E-01 -2.4839E-02  2.1580E-01
     1.71842    18.17309     3.50893     8.5713E-02  1.7811E-01  5.7268E-02
   -42.38772    17.72830    13.73834    -4.0825E-01  1.9882E-01  1.5826E-01
    26.51877     5.86303     5.27466     3.8816E-01 -4.6577E-03  1.4562E-01
    10.26104     8.46946    -1.97236     1.5579E-01  1.2930E-01 -4.7465E-02
    22.74385     7.51496     3.73386     2.4401E-01  2.3366E-01 -4.1932E-02
     1.42790    -0.13621    -5.03183     7.3634E-02  3.4023E-02 -1.3282E-03
    25.07283     7.93656    -2.05860     2.7303E-01  4.9334E-02 -1.0616E-01
    23.97335    10.30100    14.03997     2.4833E-01  8.0731E-02  3.7097E-02
    12.30619    28.53483    35.70840     1.2595E-01  2.7543E-01  3.5609E-01
    57.23902    14.06274    12.96112     4.9646E-01  1.5312E-01  1.0316E-01
    22.61027     8.55972     0.79606     2.8909E-01  6.6170E-02 -1.9598E-02
    19.36669    12.42606    13.29387     2.2365E-01  1.3658E-01  3.2068E-02
     7.22421    10.12063    13.73617     1.3833E-01  1.4510E-01  1.1606E-01
    23.21854     8.25991    -2.62435     4.9060E-01  1.3518E-01  5.9068E-02
    24.66834    12.29042     0.16474     1.5466E-01  3.3577E-02 -3.4061E-02
   -45.20432   -19.62101    -0.62902    -4.5967E-01 -1.7045E-01  1.5195E-02
    43.66437    26.39774    -3.65236     3.9400E-01  1.9103E-01 -9.0153E-03
    16.62094     2.63845    -8.28145     2.1043E-01  1.2987E-01  8.0971E-02
    20.65348     4.89985    -1.35487     2.6673E-01  1.9147E-01 -1.6127E-02
    25.05140    11.61189     2.73730     3.1568E-01 -3.4339E-03 -1.6509E-01
    -6.22452    15.94448    24.42307    -3.2441E-02  1.6328E-01  2.4751E-01
    36.94251     8.62592    -9.35940     2.8155E-01  1.6191E-01  8.0034E-02
    25.22368    10.24229    -0.47326     1.6209E-01  2.5709E-01  2.3233E-01
    23.02937     9.97318    -0.75962     2.7533E-01  2.3736E-01 -1.5614E-01
    23.53293     5.43970    -0.01097     2.0756E-01 -4.2034E-02 -6.6242E-03
    32.39513    16.01723    13.02775     2.5524E-01  1.3395E-01  7.3354E-02
    25.47874     8.97599    -1.80812     9.3584E-02  1.5097E-02  1.3890E-01
    24.60006     6.48202    -1.32428     2.4009E-01 -2.4655E-02  1.2412E-01
    25.46282     7.04053     1.16284     1.8975E-01  1.8093E-01 -6.5770E-02
     7.14289   -15.56093   -60.43009     5.4979E-02 -1.3033E-01 -5.5326E-01
    24.48176    13.31592     1.54911     2.2934E-01  1.3284E-01  1.7804E-02
    36.04946     1.59301    -3.67856     2.8499E-01  2.1535E-01  5.1702E-02
     7.24571    18.97069     4.92519     1.3286E-01  1.8559E-01  1.0857E-02
    25.58489     8.25588    -2.58869     3.6488E-01  1.9717E-01  1.2756E-01
     4.93956    -0.53623     7.93444     2.0920E-01  1.0516E-01  2.4176E-02
    27.37271     6.80511     2.22796     2.3881E-01  1.6980E-01 -2.2579E-01
    27.72100    21.06045    11.79077     2.7297E-01  1.6131E-01  4.7164E-02
    24.07536    15.74136     5.18086     1.6584E-01  9.0515E-02 -2.6030E-02
     7.96978    -1.30430     4.57918     1.5659E-01  7.0554E-02  7.8555E-02
    17.38818   -11.85320    -4.56273     1.7492E-01  2.2577E-02 -1.5797E-02
    25.10738     8.59514    -1.09930     2.5161E-01  3.1868E-01 -3.2559E-01
    23.31818     6.71578    -1.85624     3.7066E-01  5.5143E-02 -1.9135E-01
