 # t =    240.00000357627869     
 x   y   z   vx   vy   vz
    47.77752    21.26212   -15.14833     6.3970E-02  7.5802E-04 -1.7664E-01
    58.67190    14.73000   -17.48021     1.4832E-01 -8.0132E-02  2.2749E-02
   105.16284   -11.19512    52.19935     4.0261E-01 -1.3593E-02  1.9274E-01
    18.81575    38.06986     9.33682     1.3536E-01  1.0941E-01  3.0036E-02
   -98.43528    45.31348    35.59172    -3.9521E-01  1.9550E-01  1.5455E-01
    68.63386    10.62565     0.84058     2.3800E-01  4.5927E-02 -1.0637E-01
    48.81667    10.02198    -7.22900     3.7411E-01 -5.3650E-02 -6.0946E-02
    57.70890    -0.84655   -12.83415     1.4975E-01 -1.8621E-02  1.6681E-02
    21.23776     9.74409     8.21037     1.0979E-01  8.7467E-02  1.9987E-01
    55.89432    10.79846   -11.27660     2.3302E-01  6.6323E-02 -7.9669E-03
    57.11786    18.10943     4.92938     2.2166E-01  3.2645E-02 -1.3388E-01
    30.38809    65.96712    83.58995     1.2986E-01  2.6252E-01  3.3417E-01
   123.88986    34.82397    26.04348     4.6549E-01  1.4552E-01  8.8788E-02
    52.95155     9.97350   -10.78718     2.5384E-01  1.4029E-02 -1.1217E-01
    52.18046    25.68295     5.91744     2.3251E-01  5.9578E-02 -1.0227E-01
    30.39216    27.80951    23.34351     1.6959E-01  1.0762E-01  3.6426E-02
    55.18822    10.34135   -10.44708     2.0142E-02  9.9237E-02  3.6829E-02
    51.66001     6.53092   -11.38576     2.2417E-01 -1.1045E-01 -1.1953E-01
  -108.56387   -43.10782     1.44282    -4.4777E-01 -1.6584E-01  1.4478E-02
    94.79717    49.30458    -4.92743     3.4947E-01  1.4976E-01 -9.4697E-03
    60.67305    16.37042    21.64130     3.1296E-01  8.1455E-02  1.8244E-01
    52.84599    13.21150   -11.09556     1.7598E-01  2.0201E-01 -3.6104E-02
    59.11823    13.67665   -13.08078     1.4992E-01 -9.3083E-02 -9.3139E-02
    -8.66801    37.66548    56.82617    -1.0102E-02  1.4959E-01  2.1912E-01
    54.07057    21.09434     4.03568     5.6972E-02  2.1648E-02  4.6447E-02
