 # t =    20.000000298023224     
 x   y   z   vx   vy   vz
     8.08872    -4.30171    -2.52237     4.2100E-01 -7.3202E-02  1.1390E-01
     0.92020    -0.44026     0.19341     9.1496E-02  2.8932E-02  1.3468E-01
    12.67436    -5.17369     4.55552     4.6256E-01 -8.0081E-02  2.9109E-01
    -0.92127     2.36221    -1.83937    -6.5983E-02  2.3303E-01  8.0236E-02
    -8.64942     1.69968     0.83712    -4.5228E-01  2.0372E-01  1.6797E-01
     7.92856    -1.46569   -16.28684     1.5200E-01  1.4555E-01  1.5464E-01
     8.72032    -0.62096    -1.78102    -8.0648E-02  1.4773E-02  2.2830E-01
     5.20442     1.95939    -0.77115     1.6914E-01  2.0821E-01 -1.2145E-01
     0.23620    -1.33132    -4.28421    -1.0181E-01 -1.5489E-02 -3.1737E-02
     5.44788    -0.15133    -2.41017     2.5535E-01  7.7793E-03  4.5449E-02
     5.54281     2.67582     4.12721     2.0912E-01  1.2999E-01  2.4491E-01
     3.37543     5.56524     5.31048     8.6102E-02  3.1564E-01  4.2652E-01
    15.39706     1.80567     1.24288     5.5933E-01  1.5224E-01  1.9723E-01
     4.81924     2.97963    -0.38534     1.7787E-01  7.5847E-02  4.3406E-02
     4.28045     0.21975     4.43314     1.4514E-01  1.6939E-01  2.3165E-01
     0.24848    -1.55490     1.45540    -6.7938E-03  1.3783E-01  2.1700E-01
     7.70534    -0.05780    -2.42683     1.7578E-04  6.7702E-02  1.0244E-01
     1.23220    -0.09421    -2.86061     1.6357E-01 -1.4126E-04 -1.8619E-02
    -7.48427    -5.61861    -1.87236    -5.0032E-01 -1.8627E-01  1.6615E-02
    11.42680     5.46506    -3.13535     4.2831E-01  3.4357E-01 -7.1205E-03
     5.75785    -3.19598    -8.51222     7.9594E-02 -2.2756E-03 -1.2342E-01
     6.15589     1.92248    -3.48132     2.8492E-01  3.2414E-01 -3.5906E-02
     3.41297     2.14719     1.96287     1.9605E-01  2.1845E-01  1.7117E-01
    -1.60955     2.35247     3.30233    -1.0914E-01  1.8343E-01  2.9932E-01
     8.24147    -0.72431    -2.52844     5.5875E-01  6.4987E-02 -1.8064E-01
     4.38861    -0.69264    -0.95983     3.6468E-02 -1.3573E-01  1.3678E-03
     7.51168    -2.19029    -2.65885     1.8716E-01  2.1136E-02  2.0941E-01
     6.74039    -1.29183     1.14727     1.8736E-01  2.4720E-02  5.7091E-02
    10.76755     2.69295     1.44408     3.2159E-01  2.1687E-01  2.3339E-01
     5.97001    -1.05009    -2.67315     3.5366E-01 -1.4589E-02 -2.0278E-01
     4.78260     0.49270    -0.52504     1.7957E-01  2.2117E-01  4.8885E-02
     9.52443    -2.44910    -1.86627     1.7606E-01  1.2120E-01  6.6704E-02
     3.24951    -4.62347   -15.01870     3.5639E-02 -1.5079E-01 -6.0063E-01
     2.89251    -4.12883    -4.88453     1.9421E-01  9.0198E-03 -3.1666E-02
     8.54183    -5.30076    -6.29481     4.0524E-01 -3.0964E-02 -2.8499E-02
     1.29851     1.75340     1.91344    -2.2814E-02  2.5783E-01  9.9832E-02
     7.67757     0.23169    -2.40673     2.4968E-01  1.8081E-01  1.4714E-01
    -8.73493    -7.69096     4.59058     1.2705E-01  7.0147E-02  6.0950E-02
     4.88037    -1.42194     1.94670     2.7375E-01  4.4990E-02  2.2306E-01
     6.48552     4.23780     3.23551     2.6089E-01  2.8437E-01  1.9973E-01
    10.12036     0.56431    -1.16174     2.9068E-01  2.9294E-01  2.0674E-01
     0.54110    -4.17825    -2.94975    -1.8828E-02 -3.0642E-02  1.0268E-01
